"Id","Price","MenuBookCategoryId","MenuBookId","AvailableDays","OrderIndex","IsAvailable","InfoId","ViewCount","DiscountId","IsHidden"
8345,0.90,1150,240,,0,true,8258,0,,false
8346,7,1150,240,,0,true,8259,0,,false
2046,18,343,172,,0,true,1959,0,,false
2047,18,343,172,,0,true,1960,0,,false
2048,18,343,172,,0,true,1961,0,,false
2049,18,343,172,,0,true,1962,0,,false
2050,18,343,172,,0,true,1963,0,,false
2051,21,343,172,,0,true,1964,0,,false
2052,21,343,172,,0,true,1965,0,,false
2053,21,343,172,,0,true,1966,0,,false
2054,21,343,172,,0,true,1967,0,,false
2055,21,343,172,,0,true,1968,0,,false
2056,20,344,172,,0,true,1969,0,,false
2057,17,344,172,,0,true,1970,0,,false
2058,18,344,172,,0,true,1971,0,,false
2059,18,344,172,,0,true,1972,0,,false
2060,20,344,172,,0,true,1973,0,,false
2061,22,344,172,,0,true,1974,0,,false
2062,23,344,172,,0,true,1975,0,,false
2063,20,345,172,,0,true,1976,0,,false
2064,17,345,172,,0,true,1977,0,,false
2065,20,345,172,,0,true,1978,0,,false
2066,20,345,172,,0,true,1979,0,,false
2067,20,345,172,,0,true,1980,0,,false
2068,20,345,172,,0,true,1981,0,,false
2069,21,345,172,,0,true,1982,0,,false
2070,20,345,172,,0,true,1983,0,,false
2071,21,345,172,,0,true,1984,0,,false
2072,20,346,172,,0,true,1985,0,,false
2073,20,346,172,,0,true,1986,0,,false
2074,25,346,172,,0,true,1987,0,,false
2075,18,346,172,,0,true,1988,0,,false
2076,24,346,172,,0,true,1989,0,,false
2077,20,346,172,,0,true,1990,0,,false
2078,20,346,172,,0,true,1991,0,,false
2079,20,346,172,,0,true,1992,0,,false
2080,21,346,172,,0,true,1993,0,,false
2081,18,347,172,,0,true,1994,0,,false
2082,18,347,172,,0,true,1995,0,,false
2083,18,347,172,,0,true,1996,0,,false
2084,18,347,172,,0,true,1997,0,,false
2085,20,347,172,,0,true,1998,0,,false
2086,18,347,172,,0,true,1999,0,,false
2087,18,347,172,,0,true,2000,0,,false
2088,18,347,172,,0,true,2001,0,,false
2089,19,347,172,,0,true,2002,0,,false
2090,18,347,172,,0,true,2003,0,,false
2091,12,348,172,,0,true,2004,0,,false
2092,20,349,172,,0,true,2005,0,,false
2093,19,349,172,,0,true,2006,0,,false
2094,23,349,172,,0,true,2007,0,,false
2095,21,349,172,,0,true,2008,0,,false
2096,20,349,172,,0,true,2009,0,,false
2097,20,349,172,,0,true,2010,0,,false
2098,24,349,172,,0,true,2011,0,,false
2099,18,349,172,,0,true,2012,0,,false
2100,19,349,172,,0,true,2013,0,,false
2101,18,349,172,,0,true,2014,0,,false
2102,12,350,172,,0,true,2015,0,,false
2103,15,350,172,,0,true,2016,0,,false
2104,16,350,172,,0,true,2017,0,,false
2105,17,350,172,,0,true,2018,0,,false
2106,17,351,172,,0,true,2019,0,,false
2107,17,351,172,,0,true,2020,0,,false
2108,17,351,172,,0,true,2021,0,,false
2109,17,351,172,,0,true,2022,0,,false
2110,17,351,172,,0,true,2023,0,,false
2111,21,351,172,,0,true,2024,0,,false
2112,21,351,172,,0,true,2025,0,,false
2113,19,351,172,,0,true,2026,0,,false
2114,21,351,172,,0,true,2027,0,,false
2115,22,352,172,,0,true,2028,0,,false
2116,18,353,172,,0,true,2029,0,,false
2117,15,353,172,,0,true,2030,0,,false
2118,17,353,172,,0,true,2031,0,,false
2119,18,353,172,,0,true,2032,0,,false
2120,15,353,172,,0,true,2033,0,,false
2121,17,353,172,,0,true,2034,0,,false
2122,18,354,172,,0,true,2035,0,,false
2123,12,354,172,,0,true,2036,0,,false
2124,12,354,172,,0,true,2037,0,,false
2125,12,354,172,,0,true,2038,0,,false
2126,12,354,172,,0,true,2039,0,,false
2127,10,354,172,,0,true,2040,0,,false
2128,6.1,354,172,,0,true,2041,0,,false
2129,8.3,354,172,,0,true,2042,0,,false
2130,9.4,354,172,,0,true,2043,0,,false
2131,10,354,172,,0,true,2044,0,,false
2132,12,354,172,,0,true,2045,0,,false
2133,17,354,172,,0,true,2046,0,,false
8347,1.5,1150,240,,0,true,8260,0,,false
8348,2.5,1151,240,,0,true,8261,0,,false
8349,2.5,1151,240,,0,true,8262,0,,false
8350,2.5,1151,240,,0,true,8263,0,,false
8351,2.5,1151,240,,0,true,8264,0,,false
8352,2.5,1151,240,,0,true,8265,0,,false
13254,1.7,1668,286,,0,true,13167,0,,false
13255,1.7,1668,286,,0,true,13168,0,,false
13256,1.7,1668,286,,0,true,13169,0,,false
13257,1.7,1668,286,,0,true,13170,0,,false
13258,0.99,1668,286,,0,true,13171,0,,false
2148,8.8,356,172,,0,true,2061,0,,false
2134,5.0,355,172,,0,true,2047,0,,false
2149,13,356,172,,0,true,2062,0,,false
2147,13,356,172,,0,true,2060,1,,false
2150,18,357,172,,0,true,2063,0,,false
2151,18,357,172,,0,true,2064,0,,false
2152,18,358,172,,0,true,2065,0,,false
2153,18,358,172,,0,true,2066,0,,false
2154,16,358,172,,0,true,2067,0,,false
2155,15,358,172,,0,true,2068,0,,false
2156,15,358,172,,0,true,2069,0,,false
2157,16,358,172,,0,true,2070,0,,false
2158,16,358,172,,0,true,2071,0,,false
2159,18,359,172,,0,true,2072,0,,false
2160,19,359,172,,0,true,2073,0,,false
2242,15,374,173,,0,true,2155,0,,false
2243,17,374,173,,0,true,2156,0,,false
547,,143,138,"{0,1,2,3,4,5,6}",1,true,465,0,,false
2244,17,374,173,,0,true,2157,0,,false
505,20,143,138,"{0,1,2,3,4,5,6}",6,true,428,0,,false
546,,143,138,"{0,1,2,3,4,5,6}",4,true,462,0,,false
2161,18,360,172,,0,true,2074,0,,false
2162,18,360,172,,0,true,2075,0,,false
2163,18,360,172,,0,true,2076,0,,false
2164,16,360,172,,0,true,2077,0,,false
2165,18,360,172,,0,true,2078,0,,false
2166,19,361,172,,0,true,2079,0,,false
133,5,30,48,,0,true,24,0,,false
134,3.3,30,48,,0,true,26,0,,false
2167,18,361,172,,0,true,2080,0,,false
2168,18,361,172,,0,true,2081,0,,false
2169,18,361,172,,0,true,2082,0,,false
2170,20,361,172,,0,true,2083,0,,false
2171,17,361,172,,0,true,2084,0,,false
2172,19,361,172,,0,true,2085,0,,false
2173,18,361,172,,0,true,2086,0,,false
2174,13,362,172,,0,true,2087,0,,false
2175,12,362,172,,0,true,2088,0,,false
2176,12,362,172,,0,true,2089,0,,false
2177,16,363,172,,0,true,2090,0,,false
2179,13,364,172,,0,true,2092,0,,false
2180,13,364,172,,0,true,2093,0,,false
13259,0.99,1668,286,,0,true,13172,0,,false
13260,0.99,1668,286,,0,true,13173,0,,false
13261,4.2,1668,286,,0,true,13174,0,,false
13262,6.6,1668,286,,0,true,13175,0,,false
13263,3.0,1669,286,,0,true,13176,0,,false
13264,3.0,1669,286,,0,true,13177,0,,false
13265,3.0,1669,286,,0,true,13178,0,,false
13266,3.0,1669,286,,0,true,13179,0,,false
13267,3.0,1669,286,,0,true,13180,0,,false
13268,3.0,1669,286,,0,true,13181,0,,false
12907,1.2,1629,283,,0,true,12820,0,,false
12908,2.0,1629,283,,0,true,12821,0,,false
12909,2.8,1629,283,,0,true,12822,0,,false
2195,16,366,173,,0,true,2108,0,,false
2196,17,366,173,,0,true,2109,0,,false
2197,13,366,173,,0,true,2110,0,,false
2198,16,366,173,,0,true,2111,0,,false
2199,17,366,173,,0,true,2112,0,,false
2200,18,367,173,,0,true,2113,0,,false
2201,14,367,173,,0,true,2114,0,,false
2202,15,367,173,,0,true,2115,0,,false
2203,15,367,173,,0,true,2116,0,,false
2204,17,367,173,,0,true,2117,0,,false
2205,18,368,173,,0,true,2118,0,,false
2206,17,368,173,,0,true,2119,0,,false
2207,12,368,173,,0,true,2120,0,,false
2208,11,368,173,,0,true,2121,0,,false
2209,10.0,368,173,,0,true,2122,0,,false
2210,17,368,173,,0,true,2123,0,,false
2211,18,368,173,,0,true,2124,0,,false
2212,8.0,368,173,,0,true,2125,0,,false
2213,16,369,173,,0,true,2126,0,,false
2214,15,369,173,,0,true,2127,0,,false
2215,16,369,173,,0,true,2128,0,,false
2220,12,371,173,,0,true,2133,0,,false
2221,8.5,371,173,,0,true,2134,0,,false
2222,8.5,371,173,,0,true,2135,0,,false
2223,8.0,371,173,,0,true,2136,0,,false
2224,14,371,173,,0,true,2137,0,,false
2225,16,371,173,,0,true,2138,0,,false
2226,10.0,371,173,,0,true,2139,0,,false
2227,9.0,371,173,,0,true,2140,0,,false
2228,12,371,173,,0,true,2141,0,,false
2229,15,371,173,,0,true,2142,0,,false
2230,16,371,173,,0,true,2143,0,,false
2231,12,371,173,,0,true,2144,0,,false
2232,13,372,173,,0,true,2145,0,,false
2233,12,372,173,,0,true,2146,0,,false
2234,17,372,173,,0,true,2147,0,,false
2235,17,372,173,,0,true,2148,0,,false
2236,14,372,173,,0,true,2149,0,,false
2237,18,372,173,,0,true,2150,0,,false
2238,7.1,373,173,,0,true,2151,0,,false
2239,15,373,173,,0,true,2152,0,,false
2240,6.6,373,173,,0,true,2153,0,,false
2241,16,374,173,,0,true,2154,0,,false
2216,3.6,370,173,,0,true,2129,0,,false
2217,2.7,370,173,,0,true,2130,0,,false
2218,3.0,370,173,,0,true,2131,0,,false
2219,3.0,370,173,,0,true,2132,0,,false
549,,143,138,"{0,1,2,3,4,5,6}",3,true,463,1,,false
2178,17,364,172,,0,true,2091,1,,false
2245,16,374,173,,0,true,2158,0,,false
2246,14,374,173,,0,true,2159,0,,false
2247,15,374,173,,0,true,2160,0,,false
2248,17,374,173,,0,true,2161,0,,false
12910,4.5,1629,283,,0,true,12823,0,,false
2250,14,374,173,,0,true,2163,0,,false
2251,15,374,173,,0,true,2164,0,,false
12911,4.5,1629,283,,0,true,12824,0,,false
2253,17,375,173,,0,true,2166,0,,false
2254,15,375,173,,0,true,2167,0,,false
2255,18,375,173,,0,true,2168,0,,false
2256,17,375,173,,0,true,2169,0,,false
2257,17,375,173,,0,true,2170,0,,false
2258,15,376,173,,0,true,2171,0,,false
2259,15,376,173,,0,true,2172,0,,false
2260,17,377,173,,0,true,2173,0,,false
2261,17,377,173,,0,true,2174,0,,false
2262,15,377,173,,0,true,2175,0,,false
2263,21,377,173,,0,true,2176,0,,false
2264,17,377,173,,0,true,2177,0,,false
2265,18,377,173,,0,true,2178,0,,false
2266,16,378,173,,0,true,2179,0,,false
3608,1.8,553,188,,0,true,3521,0,,false
3609,1.8,553,188,,0,true,3522,0,,false
506,22,143,138,"{0,1,2,3,4,5,6}",7,true,429,0,,false
551,20,143,138,"{0,1,2,3,4,5,6}",17,true,439,0,,false
2267,16,378,173,,0,true,2180,0,,false
2268,15,378,173,,0,true,2181,0,,false
2269,16,378,173,,0,true,2182,0,,false
2270,16,378,173,,0,true,2183,0,,false
2271,16,378,173,,0,true,2184,0,,false
2272,15,378,173,,0,true,2185,0,,false
2273,15,378,173,,0,true,2186,0,,false
2274,12,379,173,,0,true,2187,0,,false
2275,8.5,379,173,,0,true,2188,0,,false
2276,8.5,379,173,,0,true,2189,0,,false
2277,8.0,379,173,,0,true,2190,0,,false
2278,9.0,379,173,,0,true,2191,0,,false
2279,14,379,173,,0,true,2192,0,,false
326,8,77,120,,0,true,48,0,,false
2280,16,379,173,,0,true,2193,0,,false
2281,10.0,379,173,,0,true,2194,0,,false
2282,15,379,173,,0,true,2195,0,,false
2283,16,379,173,,0,true,2196,0,,false
2284,12,379,173,,0,true,2197,0,,false
2285,12,379,173,,0,true,2198,0,,false
2286,13,380,173,,0,true,2199,0,,false
2287,17,380,173,,0,true,2200,0,,false
2288,17,380,173,,0,true,2201,0,,false
2289,14,380,173,,0,true,2202,0,,false
2290,18,380,173,,0,true,2203,0,,false
2291,12,380,173,,0,true,2204,0,,false
2292,7.1,381,173,,0,true,2205,0,,false
2293,15,381,173,,0,true,2206,0,,false
2294,6.6,381,173,,0,true,2207,0,,false
2295,18,382,173,,0,true,2208,0,,false
2296,18,382,173,,0,true,2209,0,,false
2297,15,382,173,,0,true,2210,0,,false
2298,16,382,173,,0,true,2211,0,,false
2299,15,383,173,,0,true,2212,0,,false
2300,21,383,173,,0,true,2213,0,,false
2301,18,384,173,,0,true,2214,0,,false
2302,17,384,173,,0,true,2215,0,,false
2303,17,384,173,,0,true,2216,0,,false
2304,19,384,173,,0,true,2217,0,,false
2305,17,384,173,,0,true,2218,0,,false
2306,17,384,173,,0,true,2219,0,,false
2307,17,384,173,,0,true,2220,0,,false
2308,18,384,173,,0,true,2221,0,,false
2309,18,384,173,,0,true,2222,0,,false
2310,16,384,173,,0,true,2223,0,,false
2311,16,385,173,,0,true,2224,0,,false
12912,6.0,1629,283,,0,true,12825,0,,false
2313,16,385,173,,0,true,2226,0,,false
2314,14,385,173,,0,true,2227,0,,false
2315,15,385,173,,0,true,2228,0,,false
12913,4.5,1629,283,,0,true,12826,0,,false
2317,17,386,173,,0,true,2230,0,,false
2318,15,386,173,,0,true,2231,0,,false
2319,18,386,173,,0,true,2232,0,,false
2320,17,386,173,,0,true,2233,0,,false
2321,17,386,173,,0,true,2234,0,,false
2322,15,387,173,,0,true,2235,0,,false
2323,15,387,173,,0,true,2236,0,,false
3568,22,549,188,,0,true,3481,0,,false
3569,22,549,188,,0,true,3482,0,,false
3570,21,549,188,,0,true,3483,0,,false
3571,21,549,188,,0,true,3484,0,,false
3572,21,549,188,,0,true,3485,0,,false
3573,21,549,188,,0,true,3486,0,,false
3574,21,549,188,,0,true,3487,0,,false
3575,22,549,188,,0,true,3488,0,,false
3576,21,549,188,,0,true,3489,0,,false
3577,21,549,188,,0,true,3490,0,,false
3578,17,550,188,,0,true,3491,0,,false
3579,18,550,188,,0,true,3492,0,,false
3580,18,550,188,,0,true,3493,0,,false
3581,39,550,188,,0,true,3494,0,,false
3582,40,550,188,,0,true,3495,0,,false
3583,68,550,188,,0,true,3496,0,,false
3584,73,550,188,,0,true,3497,0,,false
3585,91,550,188,,0,true,3498,0,,false
3586,96,550,188,,0,true,3499,0,,false
3587,114,550,188,,0,true,3500,0,,false
3588,124,550,188,,0,true,3501,0,,false
37862,6.0,4661,566,,0,true,37775,0,,false
37863,6.0,4661,566,,1,true,37776,0,,false
37864,6.0,4661,566,,2,true,37777,0,,false
37865,6.0,4661,566,,3,true,37778,0,,false
37866,6.0,4661,566,,4,true,37779,0,,false
47360,66,5685,651,,0,true,47273,0,,false
47361,2.8,5685,651,,1,true,47274,0,,false
47362,17,5685,651,,2,true,47275,0,,false
47363,33,5685,651,,3,true,47276,0,,false
47364,0.75,5686,652,,0,true,47277,0,,false
3600,5,552,188,,0,true,3513,0,,false
3601,5,552,188,,0,true,3514,0,,false
3602,5,552,188,,0,true,3515,0,,false
3603,5,552,188,,0,true,3516,0,,false
3604,5,552,188,,0,true,3517,0,,false
3605,1.8,553,188,,0,true,3518,0,,false
3606,9.5,553,188,,0,true,3519,0,,false
3607,19,553,188,,0,true,3520,0,,false
3610,1.8,553,188,,0,true,3523,0,,false
3611,1.8,553,188,,0,true,3524,0,,false
3612,2,553,188,,0,true,3525,0,,false
3613,1.8,553,188,,0,true,3526,0,,false
3614,2,553,188,,0,true,3527,0,,false
3615,1.8,553,188,,0,true,3528,0,,false
3616,6,553,188,,0,true,3529,0,,false
47365,1,5686,652,,1,true,47278,0,,false
47366,2.8,5687,652,,0,true,47279,0,,false
47367,2.5,5687,652,,1,true,47280,0,,false
47368,2.5,5687,652,,2,true,47281,0,,false
47369,2.7,5687,652,,3,true,47282,0,,false
